street,number,zip,city,lat,lng
De Binge,21,8561EG,Balk,52.898064581066016,5.578639198068188
Wassenaarseweg,377,2596CX,'s-Gravenhage,52.09761955769365,4.335311706571255
Aurora,123,6412GG,Heerlen,50.89283856055972,5.975045035036386
Marquisen,23,3825ZC,Amersfoort,52.18886390286317,5.420481846027514
Delf,17,9932HN,Delfzijl,53.32371473561741,6.897097963338221
Badhuislaan,15,6957DB,Laag-Soeren,52.077581756210215,6.072975274856352
't Hazeveld,93,3862XA,Nijkerk,52.22703601483247,5.496084861781323
Gildenweg,18,4204GH,Gorinchem,51.83634135802617,4.955634846614001
Dirck Boutsstraat,14,5702XX,Helmond,51.48779199181329,5.673551780355273
Academielaan,63,5037EV,Tilburg,51.55856577382444,5.055967397325007
O.C. Huismanstraat,268,6544ZR,Nijmegen,51.8302041973853,5.814735343477608
Nieuw-Eyckholt,290K,6419DJ,Heerlen,50.88196787279666,5.960767733547927
Spijkerboorweg,452,2037EB,Haarlem,52.360065494045855,4.661121596190386
Edisonplantsoen,583T,,Leiden,52.16753098723605,4.495653306161952
Rhijnvis Feithlaan,16,8021AK,Zwolle,52.51470734662162,6.105521518285565
Pommer,14,6361VB,Nuth,50.91378664523824,5.887967533404878
Bosboom-Toussaintplein,188,2624DM,Delft,51.994491401713695,4.357400976187044
Boslaan,109,8253AJ,Dronten,52.57469957104185,5.758399830888044
Meidoorn,9,3171NB,Poortugaal,51.85254597439534,4.402488936772231
Marsweg,10,7314KD,Apeldoorn,52.21708991826717,5.942092778270176
Achter de Linde,6,5825CK,Overloon,51.57018909882856,5.946580831699465
Willem Tellstraat,13J,8162ET,Epe,52.34930976303189,5.9815647819371165
Merelstraat,5013,5022BV,Tilburg,51.54295395073592,5.096696928900744
Voorde,5,7218AP,Almen,52.1573802157167,6.296905329180022
Meijerslaan,278,2105PM,Heemstede,52.35317645381651,4.611092644749861
Jacob Oppenheimstraat,54G37,,Eindhoven,51.440281610719445,5.44370739057405
de Aak,5,3742GT,Baarn,52.20460414012323,5.302022954326519
Tilkamp,25,9412BB,Beilen,52.8704956693057,6.515949108258343
Vreelandseweg,87,1393PE,Nigtevecht,52.25887222375463,5.031627335116527
Vredeoord,132,2544TZ,'s-Gravenhage,52.043872290568345,4.256160183739079
Zweelerbrink,211,7812JG,Emmen,52.76125577112525,6.887829322923704
Nieuwstraat,34,8401CP,Gorredijk,52.99992435665078,6.065819642308075
Henegouwerlaan,56A,3014CD,Rotterdam,51.92123451207552,4.4634945988904144
Looierstraat,16,5612BR,Eindhoven,51.45133052373204,5.476167669776946
Marga Klompéhoeve,14,2743HX,Waddinxveen,52.035522707871685,4.634232618557495
Oosterstraat,56A,9989AE,Warffum,53.39517877004221,6.560374817727428
Roggemole,530002,8531WB,Lemmer,52.85765149020647,5.722167840777313
Titostraat,38,1314TC,Almere,52.37772284624736,5.217929152706365
Prins Bernhardstraat,14,7081CT,Gendringen,51.86892438178983,6.379342058435199
Pluut,20,8531CD,Lemmer,52.839703555526256,5.72244086448896
de Bezembinder,7,5591MJ,Heeze,51.38657272159054,5.561762606720561
Lorentzlaan,50,2105TV,Heemstede,52.350933452724725,4.603840436456847
Nachtegaalstraat,9,4131CC,Vianen,51.993550723579325,5.106228284302538
Hudsonstraat,152H,1057ST,Amsterdam,52.36956577364652,4.852545270785143
Nachtegaalstraat,86,9422KP,Smilde,52.95066569725241,6.452909821456117
Hobbemastraat,4,7556WP,Hengelo,52.276539267779015,6.7854241261675154
Havendijk,6309,5017AL,Tilburg,51.553257681031255,5.099732716141856
Oudelandhof,2,2691ZD,'s-Gravenzande,52.0014231130942,4.166404244714726
Daal en Bergselaan,44,2565AD,'s-Gravenhage,52.07579024911263,4.251827808384052
Gouvernestraat,75B,3014PK,Rotterdam,51.91865574074357,4.469278874692917
Donkerpeelkensweg,2,5768PS,Meijel,51.33472700225333,5.872014184733305
Havikskruidstraat,2,5262DG,Vught,51.641097952404415,5.276537160000304
Nummer II-Straat,124,6461JE,Kerkrade,50.86239009005437,6.078759964924211
Midwoldastraat,3,6835CC,Arnhem,51.951515243925,5.90386439039122
Ittersbergstraat,11,7595AJ,Weerselo,52.35187390865003,6.854730003828381
Lise Meitnerweg,222,2333CZ,Leiden,52.165873768291895,4.462327109871044
Jutestraat,7,8281JS,Genemuiden,52.62346192344927,6.059681170680689
Kraaijenberg,9008,6601PR,Wijchen,51.810145784812896,5.705773757319068
Jan Kruijffstraat,302,3026VP,Rotterdam,51.910400945506446,4.446244139591035
Kempenaarkade,89,5705KN,Helmond,51.47141048575397,5.656802185792207
Rijnland,57,2064SE,Spaarndam,52.41016117199023,4.68046795215566
Pijlstaart,13,3225CD,Hellevoetsluis,51.830316102446574,4.156309546645959
Illegaliteitslaan,1c,9727EA,Groningen,53.20876844096805,6.555225996395526
Bermdijk,21,3079TM,Rotterdam,51.87535908197181,4.543504171891371
Prof. Oudlaan,14,3445CP,Woerden,52.09213811516203,4.902781739336385
Cello,1,5231DG,'s-Hertogenbosch,51.714273626212574,5.301727033686015
Alexanderhof,6,7075AP,Etten,51.91778697839986,6.331763943695568
Erasmusstraat,14,2251BZ,Voorschoten,52.126026960773615,4.446073932726721
Benkoelenstraat,24,2022PK,Haarlem,52.40652316374962,4.652321789648624
Klokbekerweg,82,8081JH,Elburg,52.44765177254834,5.85029043805632
Breedveldsingel,61,3055PJ,Rotterdam,51.955531659738206,4.503418130513101
De Kwinkelier,14,3722AP,Bilthoven,52.12779074358905,5.209662741266777
Bovenkruier,7,7751DT,Dalen,52.69627383943406,6.747152840385239
Meeslaan,14,2613ZD,Delft,52.01425366498919,4.339434871339535
Müllerkade,691,3024EP,Rotterdam,51.90261679762076,4.465051278636828
Nadinegang,27,2719CZ,Zoetermeer,52.04454114089107,4.479747936429188
Avondroodvlinder,5,7534LK,Enschede,52.21277540840355,6.959681269804324
Leoniden,51,1562WZ,Krommenie,52.500353456191874,4.755606437475102
Hongarenburg,29,2591VH,'s-Gravenhage,52.0885915116725,4.35852505264419
Spinozastraat,17,2984GJ,Ridderkerk,51.86887866237884,4.614581993835494
Zwaluwstraat,162,3853CK,Ermelo,52.29617219027475,5.599995799473144
Rosendaalseweg,617,6824KL,Arnhem,51.998639124387296,5.939782244791617
Witte de Withstraat,17,3454XK,De Meern,52.07623487673243,5.03967839066638
Schoutendreef,387,2542LL,'s-Gravenhage,52.03056213291509,4.259228094315568
Hazeleger,7,3871CT,Hoevelaken,52.17117382525414,5.465411627432474
Grotebrugse Grintweg,220,4005AP,Tiel,51.8984977443026,5.443683329671433
Noordwal,48,7491BK,Delden,52.26376399642287,6.7109313435420495
Blauwe Reiger,19,1616GH,Hoogkarspel,52.69181716425588,5.17048062028567
Middendorpstraat,2,5045JC,Tilburg,51.58857300891397,4.998411352966447
Franseweg,1,3921DD,Elst Ut,51.98566781901274,5.507716045778347
Kamilleweg,26,6596BH,Milsbeek,51.72793109795026,5.946767185946511
Arent Krijtsstraat,8II,1111AL,Diemen,52.3400029552484,4.955725650683992
Burgemeester Freijterslaan,587,4703EM,Roosendaal,51.53234096971589,4.436057528579735
Baarskampstraat,18A1,5995AV,Kessel,51.29238745411793,6.0486269207981485
Maartenbroersweg,18,4417BL,Hansweert,51.44917718957539,4.003589475080949
Voorstreek,71,9101BC,Dokkum,53.326598000490335,5.986975610787384
Barnsteenstraat,41,2403BW,Alphen aan den Rijn,52.14044259223419,4.681036586359225
Textielplein,64,5046RK,Tilburg,51.57321688688344,5.075036996876125
Alexander Flemingstraat,36,2035ED,Haarlem,52.36257633889684,4.657883779999058
Kuilsenhofweg,43,1104PJ,Amsterdam,52.3163286985276,4.967857876523599
Boksheidsedijk,4d,5521PR,Eersel,51.34931463729971,5.312392263358733
Jacobus van Waertstraat,26,1551CK,Westzaan,52.46530280425272,4.7746336017909154
Zwaanstraat,10,2971BA,Bleskensgraaf ca,51.8734848542906,4.783376268829674
Zwaanshals,19C,3036KB,Rotterdam,51.93920764420328,4.48441268714296
Hoekstraat,5,8021CR,Zwolle,52.51748919338145,6.101199323645373
Oudaen,58,8219AB,Lelystad,52.49270582589634,5.514757878490285
Vuursteen,2,5453LZ,Langenboom,51.700033878592464,5.731638369614752
Wambacherhof,10,5932GC,Tegelen,51.32940519254056,6.156551229329084
Oude Baan,68,5953AS,Reuver,51.291206548653655,6.08244276664248
Chr. Huygensstraat,11,1171XL,Badhoevedorp,52.34248803899568,4.782091569370193
Kaalbertlanden,42,7542HT,Enschede,52.19112887513769,6.894488272264653
Pruimengaarde,27,3124WN,Schiedam,51.93968470427192,4.382708352925961
Emiliahof,7,3062HT,Rotterdam,51.92676811571251,4.521022735896255
't Ompad,37,9675AL,Winschoten,53.14812820719837,7.038877468549584
Schoener,19,1276CZ,Huizen,52.29328176264173,5.255520956227157
Zeedijk,35B,7397NS,Nijbroek,52.294742139400114,6.075440617793223
Hoogkamerlaan,116,2284GP,Rijswijk,52.0389768130478,4.319034766142159
S.O.J. Palmelaan,229,9728VJ,Groningen,53.18813868738155,6.5553785947716525
Spaanse Aakstraat,19,9741CT,Groningen,53.23108022492457,6.556150636224838
Roggekamp,58,2592VA,'s-Gravenhage,52.09120484390646,4.3490062802740335
Nico Kolenbergstraat,40,1614KP,Lutjebroek,52.70064025216069,5.207893149864399
Schoolstraat,38,5476KK,Vorstenbosch,51.652261431848046,5.546980965493424
Mijnsherenplein,42A03,3081CS,Rotterdam,51.89320674696248,4.491298983183949
Bladderswijk OZ,59,7885TJ,Nieuw-Dordrecht,52.74043548080379,6.944799746290236
Parkstraat,48,5671GH,Nuenen,51.471099294295335,5.545060583123834
Dijkmeesterpad,29,3077GS,Rotterdam,51.899195897688834,4.569521305655682
Frans Halsstraat,24A,6961ZB,Eerbeek,52.10464441291157,6.051447547698624
Kleverparkweg,15A0104,2023CA,Haarlem,52.3915259205513,4.631728613502641
Brandhofstraat,43,6372KA,Landgraaf,50.89062673622888,6.011017138342167
Dorsvloerweg,103,2661MM,Bergschenhoek,51.98409852074111,4.508189624742892
Delta Boulevard,62,3241PB,Middelharnis,51.75999972423544,4.181971063273088
Wagenaarstraat,32F,1093CR,Amsterdam,52.362781688975424,4.925563073270799
Grotebrugse Grintweg,26,4005AH,Tiel,51.88997694471212,5.44041521133656
Zaagmolen,16,2924BP,Krimpen aan den IJssel,51.92408010085108,4.616993241260436
Frederik van Eedenplaats,191,2902VD,Capelle aan den IJssel,51.92781550527512,4.57674322667774
Meilust,5,1567BK,Assendelft,52.48517292531524,4.752142855654252
Alexanderstraat,6,9724JW,Groningen,53.210309146356735,6.5780704810160096
Botenmakersstraat,119,1506TC,Zaandam,52.44131146880239,4.817205060078084
J.M. den Uylstraat,103,1067WB,Amsterdam,52.38130163637129,4.790041190914224
Oldenzaalsestraat,109702,7514DP,Enschede,52.223999497691686,6.8988752643730935
